iban,bank,name,ammount
ES9241131436008845164124,Kutxa,Jovita Patiño Pelayo,8305
ES3092629823548983901664,Santander,Benigna Barceló Fabregat,6585
ES6883681772502769861124,Deutsche Bank,Alfonso Sánchez Haro,5974
ES2056125315581234002132,CaixaBank,Feliciana Samper Alcántara,5700
ES8957270656224979612553,Bankinter,Martin Carvajal Tirado,4920
ES9570918727833937771339,Cajamar,Buenaventura Clemente Buendía,2286
ES5946547820333474332124,Kutxa,Pilar de Ruiz,9649
ES4076845826188082204627,Sabadell,Odalys Montserrat Saldaña,8530
ES8371376476588185666029,IberCaja,Demetrio Briones Lucas,148
ES0549521720121197345344,CecaBank,Gisela Milagros Perea Falcón,9615
ES8247519665038406398281,BancaMarch,Adalberto Díaz Benavente,4457
ES8207221179717229923510,BBVA,Adalberto Oliva-Lladó,1969
ES5193053330201370489587,Kutxa,Félix Torrents-Raya,6905
ES5253887170985475179871,Cajamar,Albina Escudero Planas,1242
ES3325179113210447415144,BancaMarch,Kike Morillo,3179
ES4524383977446651764362,Cajamar,Luciano Alsina,1606
ES6222776613664876260248,Cajamar,Ale Jerez Cepeda,5483
ES2291088055946005385525,Santander,Marisa Quevedo Farré,3842
ES1346457697383075644098,Santander,Edelmira Palomar Muro,145
ES6867840299987657731814,CecaBank,Salomón Casanova Gelabert,3589
ES5646628189497847445025,BBVA,Pascuala Boada-Pascual,5670
ES5066483307183781037784,IberCaja,Aarón Cárdenas Sales,9377
ES5326753920395959473125,BancaMarch,Renata Ortiz Casanova,2872
ES7791931650552308297718,ING,Claudia Oliveras-Requena,5123
ES7439702812346361617765,BBVA,Eladio Escalona,4671
ES8925486908549543704577,Deutsche Bank,Gabriel Cueto Quevedo,4539
ES4947572784783476984605,Santander,Venceslás Sáez Codina,8480
ES8551311434349725466136,Deutsche Bank,Lorenzo Cánovas,7190
ES7359171575927152865393,Kutxa,Esperanza Rivas Menendez,5833
ES3373092802291044191942,IberCaja,Jeremías Juliá-Alegre,2035
ES8416276943187792470627,IberCaja,Pastora Miranda Donaire,3107
ES2887456959201219835452,Cooperativo,Marc Omar Pi Anaya,4611
ES9574380537148938774800,IberCaja,Emperatriz Bernardita Clavero Izaguirre,324
ES3136630025476544510900,CaixaBank,Haydée Yáñez-Cabanillas,3317
ES9720200751077445538846,Cajamar,Custodia Jover,4236
ES8266681105569886357089,Kutxa,Ema Millán Montenegro,3775
ES3601003995827743849007,IberCaja,Nadia Alegria Mendez,6714
ES6887641924956401279399,Cajamar,Camilo Abella Barral,5495
ES6478453688037071030191,Kutxa,Pío Guitart Gallo,2333
ES2020578823682736720697,BancaMarch,Reina Montenegro,4304
ES6157285128446610607538,BBVA,Amanda Itziar Donoso Salcedo,2516
ES0584930962534153323605,Kutxa,Herminia de Blanco,1282
ES8253332621815453761691,BancaMarch,Camila Valverde Benet,3415
ES8063379819064574542848,Cooperativo,Zacarías Fonseca-Amo,262
ES0715819066793466192789,CecaBank,Joan Gómez Company,609
ES8858862977709557656167,IberCaja,Julio César Bastida Sarmiento,6155
ES5120171093363140231726,IberCaja,Mariana Camila Abella Chico,8847
ES7802039772524042599898,CecaBank,María Belén León Páez,8290
ES5110040157360238411635,Bankinter,Aurelio Puga-Aliaga,2898
ES2593194230334534852434,Bankinter,Juan Francisco Román Cobos Camacho,8462
ES8584618956819365679312,Sabadell,Jordana de Mate,534
ES9298096005452224956161,Deutsche Bank,Marcia Berenguer Llano,2029
ES5377140940425214492926,Cooperativo,Adolfo Benítez-Moles,2170
ES4769773728779811527343,Cooperativo,Adoración Maricela Rosell Antón,656
ES7889241643218462207660,BBVA,Esperanza Sáenz Camps,9138
ES0391573511969868339566,IberCaja,Francisca España Donoso,3675
ES5164358442776168187632,Cooperativo,Luis Ángel Cabezas Barros,8841
ES7307374452602182701124,Cooperativo,Álvaro Asenjo Carrasco,9443
ES9225612789566949499263,ING,Teodora del Mas,597
ES8210415800038334653066,CaixaBank,Natalio Miró Anglada,1035
ES2458883268642160262986,Sabadell,Ana Sofía Natalia Barco Noriega,1898
ES1597120051999162259399,Bankinter,Olalla Sarabia Canals,5901
ES2801238783641051842465,IberCaja,Toni Tapia,5881
ES8618701003119022709279,Cooperativo,Alfredo Marin,9533
ES6677337535977154682578,Santander,Elisabet Mesa Blanca,3963
ES3473660502826546995751,Deutsche Bank,Eduardo Palau Barranco,9197
ES5587468142164680535063,IberCaja,Maximino Gual Mateo,6394
ES2930163977716718590464,Deutsche Bank,Chus Zorrilla-Amigó,7869
ES0737570177100900656082,BancaMarch,Casemiro Martorell Calleja,7902
ES8735530829197178868748,Santander,Gervasio Anastasio Anglada Bonilla,6281
ES5802019815486122835693,Bankinter,Ángeles de Cerezo,1614
ES5565278352462806325985,CecaBank,Bernardita Quintana-Rosales,8430
ES6665247275658566117060,Kutxa,Elba Nicolasa Briones Alsina,3848
ES0584438870721978241978,Deutsche Bank,Anselma Otilia Echevarría Castillo,6031
ES7305355108790046318743,BancaMarch,Máxima Acuña Cal,996
ES7294566603341074522838,IberCaja,Mariana Gargallo Luque,6047
ES4431036429639104411847,ING,Raimundo Villalba Borrell,8723
ES2975168021385451456848,BancaMarch,Victor Manuel Mata,7092
ES6774823183398979521156,BancaMarch,Amado Araujo,3711
ES3482722719029029431637,ING,Kike Hernandez Giménez,9086
ES1089341732391213711577,Sabadell,Carmelo Cárdenas Puerta,6011
ES7338091576540330632493,Kutxa,Victorino Balaguer Agullo,6524
ES8746336765575703713671,BancaMarch,Valentín Perales Valentín,3737
ES8504233914757728025663,BancaMarch,Carla Sarmiento Aguilar,2149
ES1242897119400461010714,BBVA,Clotilde Colom Osorio,1432
ES8929138779589784711189,Sabadell,Jovita Saturnina Chaves Rebollo,5135
ES7937027541454790338063,BancaMarch,Eli Serrano Blanco,5055
ES3207082751606494153627,CecaBank,Encarnacion Marco,1123
ES7967783093204975147634,Cajamar,Joaquina Saldaña Garrido,228
ES8915863716108460952405,IberCaja,Baudelio Ochoa Calatayud,4349
ES3301189153360795684059,Kutxa,Dorita Agullo Valentín,3943
ES1623731856313950913220,Bankinter,Antonia Canals Santana,4813
ES1815526781650081282380,Kutxa,Ester Royo Rozas,883
ES4285501233464132998666,Kutxa,Adrián Édgar Caparrós Llorens,2919
ES4459654451715089791874,ING,Ismael Peral Soriano,9940
ES6971305456413714508204,Sabadell,Óscar de Bustamante,782
ES8611867142158406870707,Deutsche Bank,Rufina Anguita Lloret,240
ES0484434966715376241127,CaixaBank,Paula Gual-Carreño,2328
ES5677259597009647324178,ING,Guillermo Barba Aroca,5847
ES5286263175908591316188,Deutsche Bank,Marcos Gomila,9514
ES0959118807364046904166,Deutsche Bank,Priscila Menendez Garmendia,570
ES3790224976465310321796,Bankinter,Candelario Mascaró Fuentes,7002
ES9374727416366165816657,Sabadell,Clotilde Estrada,5667
ES4922011254574554985957,Bankinter,Selena Bauzà Castell,2995
ES8700039629626760528920,Santander,Pelayo Pastor Martorell,1635
ES0801575572375593784993,Sabadell,Chuy Pont Losada,8666
ES0674938014199023384477,Cajamar,Dulce Alarcón Aragonés,6393
ES9618808439759306880230,Cajamar,Viviana Piña Villalonga,2673
ES2189043290563642710155,Santander,Carlos Sáez Mena,7185
ES3785971517305560440828,Sabadell,Manuelita Casado Palau,7975
ES3114145333165614472774,Deutsche Bank,Toño Hidalgo Villalba,4114
ES6715881818803188572578,CecaBank,Lola Caparrós,3835
ES0361332997430804904548,ING,Eutimio Julián,1221
ES1450656972332312057828,Kutxa,Martin Sebastián Ortiz Rosales,4041
ES0288384351522325418710,IberCaja,Fabiola Andrade Rey,4968
ES5120428775477377107789,ING,Chelo Mena Talavera,9195
ES6659693247637576235556,CaixaBank,Herberto Casanova Tello,5056
ES2797330794490416016615,Bankinter,Francisco Javier Blanes Silva,1510
ES2610802121867649431964,CaixaBank,Charo Infante Andrade,2971
ES9233350018014526489937,BBVA,Marino Benet Valenciano,8419
ES1410825262823260346466,IberCaja,Leoncio Ortiz Ayllón,4587
ES6456069528095965890642,IberCaja,Casemiro Hernandez Yuste,3484
ES9198515208319219162621,Bankinter,María Luisa Sáez Baena,1477
ES0680553474308145547226,CecaBank,Prudencia Julie Calatayud Ariño,4025
ES0560347711211516751864,Cooperativo,Miguela Ruperta Landa Figueras,8940
ES7787119860556292385132,Bankinter,Ana Águeda Escolano Enríquez,3858
ES7453576162606142405091,ING,Yaiza Zaida Losa Piñeiro,5305
ES4702289351160831343600,Cooperativo,Sonia Enríquez Blázquez,5906
ES4176502128156613722039,IberCaja,Gabriela Zurita,3838
ES8838265556503352378513,CecaBank,Matilde Lastra Seco,8652
ES8395404171541618370194,Sabadell,Claudio del Cañete,7343
ES7152079145067137915711,ING,Celestino Heredia Perez,9513
ES7115339445082437827725,Bankinter,Cornelio de Pavón,527
ES8724133525532701646518,CecaBank,Carina Rius Adadia,3868
ES4723781919136470164596,IberCaja,José Ángel Calvo Duque,215
ES8015794073154010443180,Bankinter,Basilio Madrid Urrutia,7293
ES7264082431383997443888,IberCaja,Encarnacion Río-Serna,5973
ES2423796503541452648703,Sabadell,Sosimo Alberdi,7279
ES8860589835677352228619,BancaMarch,Norberto Montserrat Alonso,8471
ES2253452634478366709418,Cooperativo,Filomena Pallarès-Pérez,1682
ES7363808751533750123900,Sabadell,Obdulia Alcolea Lucena,2296
ES7024305059773302360383,Sabadell,Ceferino Donaire Garrido,6019
ES8636145273549617602861,BancaMarch,Marc Villalonga Bertrán,4434
ES7903275416106336043273,BancaMarch,Narciso Acuña Olmo,9088
ES0548606318539651454354,Sabadell,Itziar Roda Sevillano,1751
ES7322961401795791679885,Deutsche Bank,Marino Coronado Fábregas,6475
ES9728083377435040705974,BBVA,Mar Castejón Frutos,7685
ES2559860341454943539716,Bankinter,Amparo Griselda Llabrés Andreu,983
ES9473369756968490699877,Santander,Elías Goñi Santiago,6287
ES2014993697411506724862,Santander,Chita del Gálvez,1101
ES2123863431069561426640,CecaBank,Luciana de Coloma,680
ES1464038680397427999075,Cajamar,Hernán Saldaña Pino,4123
