iban,bank,name,ammount
ES8429991336521023111847,ING,Lorena Cardona Ferrando,2152
ES7744671012936361574484,Cooperativo,Isidro Cuadrado-Jiménez,9601
ES0508055536313574441123,Bankinter,Fidel Castillo Alba,8517
ES8015986456242491748902,IberCaja,Macario Cabeza-Arcos,712
ES8371660411081386342099,Deutsche Bank,Ofelia Mayol Beltrán,443
ES1238262434009344678026,CaixaBank,Amaya Barco Escamilla,4389
ES4193284503789956923400,BBVA,Verónica Segovia Pino,9701
ES8962282878738780903518,BancaMarch,Jesusa Cámara Manso,5996
ES3314800376931271898660,Sabadell,Wilfredo Peláez Cañellas,7905
ES1957475475707274339219,Cooperativo,Azeneth Ramirez Luz,3370
ES6184705370216274144245,IberCaja,Macario Orozco Olivares,7056
ES2091731924008190698585,ING,Cruz Reina,9943
ES9293526444007209568934,CecaBank,Tamara Roma,706
ES2768586778041306973141,BancaMarch,Alexandra Gabriela Chamorro Múñiz,2901
ES9890081987626263486017,CaixaBank,Godofredo Poncio Olivares Berrocal,6583
ES7556425883021539444571,BBVA,Iván Serna-Villalobos,5029
ES5048671062602554875176,Sabadell,Felipa Edelmira Mancebo Vega,7947
ES2859234228654013926442,Bankinter,Poncio Rodriguez,5020
ES2901392761753403179322,Cajamar,Victoria de Figuerola,1142
ES5873236867487048685695,Santander,Macario Rivas Palau,9625
ES9525542335246544035490,Deutsche Bank,Bernardita Poza Carranza,9733
ES5391670759518821870937,Cajamar,Victor Andres Fábregas,6398
ES7009106855792332587243,Kutxa,Jafet Vazquez-Campillo,4434
ES9029187715987182807620,BBVA,Constanza de Roma,8016
ES4313526228705088660003,Sabadell,Ruben Diez,2230
ES8941971662119869556662,Deutsche Bank,Dulce Barros,5483
ES4980333659664573551475,IberCaja,Celestino Herrera Cid,6181
ES9825195567737841555028,Bankinter,Susana Losada,8582
ES1051546081672658820796,BancaMarch,Reyna del Linares,1609
ES3731463281027979402482,Deutsche Bank,Carina Revilla Arteaga,2432
ES2432801911726690192320,CaixaBank,Gerónimo Anglada Ramón,8429
ES7371979572371338147671,Cooperativo,Lisandro Puga Martí,1212
ES5730860761538342735173,CaixaBank,Pastor Antón Sanabria,8894
ES9084515479685463062239,CaixaBank,Margarita Martorell Carretero,8879
ES4940813103561424662074,Sabadell,Lucas Giralt,596
ES0730259451220706922677,CaixaBank,Néstor Espada,5226
ES4942516161964849463466,ING,Corona Menendez Narváez,3947
ES6492695321577358356295,Cajamar,Viviana Ángel Maldonado,4792
ES0273338488915724762931,Sabadell,Emperatriz Calvo Olivera,4428
ES3417189752691580926772,BBVA,Alonso Julián Barrera Miranda,8257
ES3871087632899834304932,CecaBank,Victor Pi Zabaleta,9124
ES4041255971391925570344,ING,Inocencio Jerez Quevedo,3874
ES3505788832576297708598,Sabadell,Ana Belén Fabregat Manuel,685
ES7958073869059180691586,Cooperativo,Azeneth Pont Pagès,4190
ES0529871950939074408873,Cajamar,Octavia Ballester Huerta,2076
ES8579803021165410859386,Cajamar,Goyo Revilla,3650
ES8647950166099322648980,Bankinter,Victoria Noemí Araujo Soriano,5811
ES7555526476297787280455,Deutsche Bank,José Conde Adán,4558
ES2760234878051365298231,ING,Emperatriz Gaya Vilar,793
ES8302949679688663167133,IberCaja,Herminia Sanjuan,7685
ES6856869158835305848852,Cooperativo,Begoña Alejandra Valero Fuente,1777
ES4220040933774052334050,CecaBank,Zaira Santamaría Díez,6077
ES6107026575330240000344,Bankinter,Tania Arteaga,2678
ES6062405374290133214938,CaixaBank,Felicia Portillo Beltrán,1403
ES5052987741717859930032,CaixaBank,Bautista Aguiló Carro,5249
ES8819918087906694179837,BancaMarch,Guillermo de Blanes,1402
ES7598772222747159869868,Sabadell,Edmundo Cazorla,6871
ES7901112944853097351537,BancaMarch,Teófila del Riquelme,6438
ES8729377040580787466045,Bankinter,Roberta Camps Campos,6853
ES7975209587458591821800,BancaMarch,Zoraida Guerrero Lamas,6674
ES0664332323411154087585,Cooperativo,Narcisa Huertas-Sandoval,1587
ES5592801892323838025194,CecaBank,Eufemia del Esteve,6134
ES3757873165918597750979,Deutsche Bank,Américo Gallo-Ferrándiz,949
ES7958873311829571152049,Deutsche Bank,Albino Olivares Mulet,8559
ES0346266189219430965264,BancaMarch,Juan José Cabanillas Galván,4160
ES8036102571045383063953,CecaBank,Melisa Santamaría,3842
ES6291776899548343320319,Bankinter,Natalio Guardia Asensio,1170
ES0886165465562032558981,Cajamar,Fabio del Murcia,8999
ES6812186281968953815274,BancaMarch,Bárbara Salas,8616
ES0380372120901399125125,Sabadell,Diana Ochoa Busquets,2775
ES2387649604189836207071,Cajamar,Marisa Andreu Fuster,1576
ES9137924424987273819477,Santander,Blanca de Agullo,7406
ES5299386773469043301364,IberCaja,Jacinta Pinto Font,3259
ES6545112157149724989422,Sabadell,Elisabet Clotilde Castell Azorin,6740
ES3522767355328586532010,Cooperativo,Vicente Mas-Garcia,8047
ES4154360237639638829866,BBVA,Custodio Marti Velázquez,4936
ES4509987476476177064820,Kutxa,Estela López Pedraza,9082
ES8417777823226257055929,Kutxa,Jose Carlos Gonzalez-Pardo,7954
ES4744026315044448936784,Cooperativo,Fortunato Coca Heredia,2001
ES2055346987779627890284,Sabadell,Marisela Daza Zabaleta,1984
ES5257639505694229659844,Santander,Severiano Otero Carro,6022
ES0924812697097393599281,Deutsche Bank,Chuy Zabaleta Guzmán,584
ES6320777590567485273137,BancaMarch,Josefina Escalona Palacios,5469
ES2115656142526737318986,Kutxa,Tristán Bermudez Sanmiguel,7715
ES0920365675513733309729,Sabadell,Amando Cordero Cabañas,8485
ES4731803630843114529287,ING,Marisela Palomino Ibarra,5685
ES7217534464965161308197,CecaBank,Dafne Cornejo Báez,5739
ES7774738072454408288075,Sabadell,Imelda Duarte Gargallo,5853
ES6072141371949187047014,ING,Sosimo Cristian Arellano Calderon,4943
ES2752387163868024908891,BBVA,Augusto Gomis Jove,8084
ES6661626360563857039783,Kutxa,Matías Fiol Gisbert,3566
ES2189263204988519048085,Deutsche Bank,Nilo Gárate Rius,2044
ES6970184971234264385653,CaixaBank,Bienvenida Carnero-Rovira,6089
ES2290802343133494987224,BBVA,Ulises Checa Báez,6283
ES1855741091158900600609,Kutxa,Amaro Alberdi-Roselló,5448
ES1458709376442863811747,CecaBank,Valentina Mesa Cantón,3178
ES8297218961813234810571,Santander,Anacleto Carreras Nogueira,8334
ES9376368610764944749084,Cooperativo,Ramiro Quintana,5097
ES2174285613982486737466,CecaBank,Iris Barón Ledesma,1567
ES0654083594807812273732,CecaBank,Renata Mármol Salinas,226
ES3661189384823415651448,Sabadell,Ovidio Gaya Domingo,8729
ES1539322252320135244986,Cooperativo,Gregorio Torrents Tapia,9912
ES8551243011859460764468,Cajamar,Samu Mas Baró,1312
ES3482934826291094330909,IberCaja,Cayetano Palomares-Guardia,2227
ES1497636213712754795044,Cooperativo,Celso Manuel Pereira,6922
ES2929640046694829480402,Santander,Bernardo Acosta Lumbreras,5248
ES8880453694246544605372,Cooperativo,Nayara Arcos,3619
ES7800583892651465636986,CecaBank,Magdalena Nazaret Haro Almagro,2572
ES9804488050959022653676,IberCaja,Nico Pineda,2794
ES5480773988397716278434,BancaMarch,Fito Sáez,4040
ES1355539426585129526200,Deutsche Bank,Ofelia Gil Gordillo,4980
ES3783396749081042364460,Bankinter,Pilar de Higueras,8600
ES9341994232831995620740,ING,Inés Amores Girón,5542
ES5929899787557700085442,IberCaja,Ligia Cruz Miranda,570
ES4697985047065166834540,Bankinter,Aitana Llanos-Cruz,1989
ES6788946435069696847977,Sabadell,Angelina Torrent Bautista,8946
ES2248186478707463359940,Kutxa,Lupita Isa Cabezas Cañas,8295
ES7324013277663389574741,CecaBank,Gustavo Cuesta Carlos,3791
ES1783724670738935908670,Deutsche Bank,Purificación Llabrés Cámara,1271
ES4077501502861882131790,Sabadell,Sara Gelabert-Flores,9931
ES5376299440539616599435,CecaBank,Selena del Villegas,5629
ES1619980552484265695027,ING,Consuelo Juárez,4857
ES4041322875073199869487,Santander,Martín Llanos-Márquez,8720
ES5785551843250113755088,CaixaBank,Jose Miguel Checa,7058
ES2399392381375506574199,CecaBank,Sergio Polo Botella,4567
ES6635484583406927723083,CaixaBank,Hortensia Solsona Téllez,9998
ES6909433655129587041811,BBVA,Ester Santamaría Zabala,2673
ES3965221988225503443160,Cajamar,Azahara Vázquez Carrión,1760
ES5699662552807108267566,Sabadell,Samu Rivero Duque,9318
ES7134078687965435574260,ING,Leopoldo Cáceres-Garcés,6224
ES7108151723583661080377,Cajamar,Rosalía Leal,212
ES0637715778958390129502,Deutsche Bank,Caridad Amigó-Guitart,8445
ES1072522454934386010698,BancaMarch,Edelmiro Guardiola Porcel,9297
ES4951312171979649449851,Kutxa,Florina de Martin,4928
ES7630069327868211343287,CaixaBank,Ale Miguel Paz Bayón,6696
ES3332273927691406576280,CecaBank,Abril Pi,4628
ES1738850059984253698315,CecaBank,Alexandra Boada-Vicente,9037
ES4128528360840796032437,BBVA,Guiomar Guadalupe Villalonga Saura,1414
ES0312348346897212641406,BancaMarch,Patricia Quintanilla-Galán,3301
ES6738106451603247877574,Cajamar,Octavio Neira Rico,3348
ES1799605109971671106530,Santander,Amaro Matas Tovar,526
ES7137975382632681559184,BancaMarch,Filomena Romero Mendizábal,6057
ES5006061224928492834631,BBVA,Leocadio de Gallart,9912
ES2794715719656113002546,Cooperativo,Donato de Mascaró,3231
ES3381880102471409557266,Bankinter,Quique Plaza Casals,1658
ES0618884334829633870725,BBVA,Porfirio Macías Hurtado,3012
ES0672012166181876948721,IberCaja,Carolina Herrero Rius,1521
ES2276894755946735829962,IberCaja,Bernardino Machado España,9897
ES2073156021160467867593,ING,Mercedes Moles Maestre,7918
ES2889250287565325170423,IberCaja,Ileana Cerezo Pi,5889
ES8320677918268041726127,ING,Raúl Claudio Fernández Ferreras,1354
ES2772323866692934883027,BancaMarch,Manuelita de Anguita,8415
ES3874696287713756853512,Deutsche Bank,Luís Velázquez,7055
ES4946102889195266176439,IberCaja,Custodia Tapia Busquets,6580
ES1792085762862750391834,CaixaBank,Lalo Vall Domínguez,1896
ES0674804195614253233970,Cooperativo,Joan Nazario Gelabert Frías,9299
ES7080118769659754937197,Bankinter,Francisco Javier Huertas Bartolomé,3773
ES6721452519235825470187,Cooperativo,Nicolasa Pinto Alarcón,3299
ES7199186521266158229807,Cooperativo,Armida Torrents-Tudela,8418
ES3227296360125565455273,CecaBank,Fabiana Casado-Crespi,8859
ES1495861093518319853573,Kutxa,Nazaret Navarrete Fajardo,8682
ES9588308957891844995358,Sabadell,Adelaida Abascal Mate,5436
ES6826638442790624241077,Deutsche Bank,Leonor de Guardia,9584
ES2976988222642856804520,Deutsche Bank,Ignacia Navarrete Adadia,5660
ES6658123411202042220223,ING,Tomás Jose Miguel Fuster Martín,4961
ES8761622421112075227892,Deutsche Bank,Juan Francisco de Girona,7608
ES8703536594508960518484,BancaMarch,Gaspar Donoso-Palomares,7142
ES6362216797619449072523,Sabadell,Javier Carrasco Quero,3977
ES3170188875809865832614,ING,Jonatan Guijarro-Muro,2646
ES4829928427007789333778,CecaBank,Reyes Torres-Marín,6384
ES8723105827740972935956,Cooperativo,Jonatan de Arco,2521
ES5771405994726596091749,Deutsche Bank,María Pilar Martinez Galán,6167
ES0386502661153604939871,Cooperativo,Isidro de Juan,5426
ES0244778159598240474056,Bankinter,Cecilio Nevado Vargas,9585
ES5678091430896992061324,BBVA,Fulgencio Cuéllar,7637
ES6802995591399262622715,CecaBank,Rodolfo Buendía,3038
ES9749963752984950932416,IberCaja,Pili Sosa-Pujadas,9250
ES7639191764389249508013,Deutsche Bank,Urbano Ferrán Bernat,9991
ES1422985524982284714319,Cooperativo,Emperatriz Velázquez Ripoll,2201
ES1599026809752026188248,CaixaBank,Fortunato Benitez Salmerón,4039
ES1597165062906916127593,ING,Fermín Querol Osuna,6965
ES9578126994456548775595,Cooperativo,Aitana Sanz-García,8993
ES8079761644694299891178,Kutxa,León Morell García,6141
ES8574319975047641969620,IberCaja,Clementina de Company,971
ES6255393048794244060524,Deutsche Bank,Agustín Roma Ramón,7576
ES0785762509444282267325,Cooperativo,Bernardita Odalys Balaguer Mas,7063
ES5369382303682299989147,Deutsche Bank,José Francisco Javier Marcos Alberola,1641
ES8649927533097832898309,ING,Lilia Yáñez Ugarte,3408
ES3419330133080242154756,ING,Carmela Javiera Beltran Andrade,5463
ES7917805758545189270644,Santander,Montserrat Robles Arco,3482
ES2489910757328926144143,Deutsche Bank,Lucho Poza Morán,7947
ES3719172063951356848674,ING,Zacarías Campos,4685
ES8907982257353665382607,IberCaja,Moreno Toledo Pellicer,3679
ES8329827231949651069222,Cooperativo,Inés Fortunata Sanmiguel Cortina,2565
ES6664116317590199205624,Kutxa,Rosendo Ferrer Blanch,2661
ES7086186458054229221187,Sabadell,Guillermo Benito Fernandez Castejón,4515
ES8734617984586854455736,IberCaja,Nacio Cornelio Morell Salinas,1649
ES7766521843692699923150,Santander,Aurelio Adrián Palmer Expósito,5535
ES5200511244012814684233,ING,Quirino Narváez Parejo,6264
ES4897041884766402327979,CecaBank,Mayte Evangelina Cabañas Coello,9536
ES9028038950745174114357,Santander,Ángeles Solano Aliaga,3410
ES9370699749459459562379,Bankinter,Eliseo Meléndez Larrea,8654
ES3544866020846554901668,Kutxa,Ana Grau Donoso,7792
ES6734119591495371240945,Bankinter,Marcela Garrido Sabater,6816
ES6207952479828195733148,Bankinter,Abril Palau,215
ES4213201531585520087954,Kutxa,Nereida Melania Casado Ordóñez,9668
ES0799763826822328927215,CecaBank,Concha Ruiz Lozano,681
ES5616850137538051690681,Cajamar,Marcial Millán Becerra,3318
ES9057179042076983259307,BancaMarch,Marcio Acero Pizarro,1617
ES4214790482176040131707,BancaMarch,Juan Bautista Abellán-Robles,4107
ES7910593108718174582825,Sabadell,Sonia Agudo-Godoy,6095
ES6806288361949773696227,Sabadell,José Luis Toro Vila,8020
ES8492601248794928967279,Sabadell,Candelas Tomas Arenas,9358
ES4210249612612666567777,CaixaBank,Buenaventura Gallardo Corbacho,5097
ES1548169104829465916104,BBVA,Rosalina Rebeca Fuster Cuenca,7497
ES8363958202635953438208,Sabadell,Olivia Zamorano Querol,5401
ES1276450832260302626856,BBVA,Octavia Ramis Pérez,3018
ES3930923187415611717444,IberCaja,Juan Pablo Pareja Leiva,4354
ES1845034176349298210569,Santander,Emelina Fábregas Romero,8220
ES0442109395337292391236,CecaBank,Victor Manuel Escamilla Escudero,6302
ES1415228509721809819243,Kutxa,Petrona Granados Tudela,3547
ES1085436962724384108598,CecaBank,Néstor Gaya Guardia,1031
ES6937837336521514478431,BBVA,Malena Moliner,3123
ES0653120983074073255483,IberCaja,Angelita Cervera Tormo,3908
ES4705922577917673523897,Cooperativo,Esther Castillo Franco,8547
ES7209447853987356715519,Bankinter,Estela Pera-Pavón,8111
ES5217286984074116506325,BancaMarch,Ale Carrión Goñi,4940
ES4666155410267082086375,BancaMarch,Ximena Aguirre-Rivera,7442
ES5861856210108780136494,Santander,Rocío Garcés Iglesia,1294
ES9049354219319071523011,Sabadell,Aroa Elvira Chico Ramirez,5933
ES4608702960232978733735,BancaMarch,Inmaculada Blazquez Cepeda,2729
ES4039234303515396599317,Kutxa,Juan Manuel Nicolás Acedo,5614
ES3552373335440634792547,BBVA,Otilia del Malo,5084
ES8043397067938367420618,BancaMarch,Gabino Lorenzo Viana,2240
ES9059490598865220424024,Bankinter,Josep Gelabert Rosselló,6592
ES5691074461841183622997,ING,Pascual Barco Luís,328
ES8893684668793167456915,CecaBank,Gregorio Robledo Rodriguez,6528
ES6022845384554305172259,Sabadell,Yolanda Villena Santamaria,129
ES4379038341174843085235,BBVA,Viviana Chaparro Galindo,6691
ES1364039100143925384396,BBVA,Adora Crespi Arnaiz,1648
ES6645000334167659595342,BancaMarch,Judith Polo Anguita,1291
ES1793068861199171530592,Cooperativo,Adelia Abella Rosado,3364
ES4815454048318060322042,BancaMarch,Gilberto Martin Ruano Figueroa,5898
ES9351444644758581598569,Deutsche Bank,Custodio Elías Álvarez,727
ES4964480226467102916858,Santander,Martirio Esteban-Serna,3371
ES9791691447925213561167,Cajamar,Armando Roldán,8610
ES8674188121159845809352,Bankinter,Mirta Alegre Benavent,8907
ES4579538619056787016202,Cooperativo,Jordana Roxana Garmendia Cabello,8584
ES2256592648025239532996,ING,Maxi de Ramos,4485
ES6849777267670081034547,CecaBank,Dan Riquelme Soler,3019
ES9013136020047453107827,Deutsche Bank,Chelo Romero Dávila,3346
ES2246771819395115822135,IberCaja,Buenaventura Alcántara Alvarez,8044
ES5984938435348955970583,Kutxa,Samu del Vila,615
ES6262858879349522046469,ING,Gustavo Dueñas Ferrán,3503
ES4958467255841854026900,CecaBank,Agustín Morante Mariño,695
ES2463876727845788032233,Cajamar,María Carmen Cervantes Patiño,5049
ES3612091827971560527175,CaixaBank,Luisa Orozco Aller,9695
ES6115772564990912386875,Cajamar,Melania Amores Santamaría,9466
ES6815530996614483454435,BancaMarch,Rosaura Arce Sobrino,5391
ES7480151631333555219178,CecaBank,Fortunato Agullo Ibáñez,3092
ES9821315116015941985292,CaixaBank,Aristides Pascual,8078
ES2170816665237213702221,BancaMarch,Pacífica Maribel Aragonés Montoya,1725
ES3305905151173765766421,Cooperativo,Benito Sales-Barragán,7014
ES1444767534779995218168,Bankinter,Ulises Duque,4967
ES9253333861680584018169,Deutsche Bank,Aitana Amorós,2878
ES6767569076923181327303,Sabadell,Chucho Agapito Baena Domínguez,3481
ES3729578898946157516760,Santander,Atilio Ramírez Campo,326
ES8999935724990858448244,Deutsche Bank,Javi Pinedo Salinas,6914
ES4162249092076560576497,Sabadell,Valentina Lorenzo Castell,1534
ES7118139159966045066344,IberCaja,Ovidio Romero Viñas,3041
ES3221278017142625926499,CecaBank,Adela Cerro,9281
ES9515202551841067469350,Santander,Morena Olimpia Alsina Mir,9884
ES9581587952058138410745,Sabadell,Ámbar Alegre Aragón,879
ES3364040077281616466295,CecaBank,Fanny Salinas,7434
ES4627889240753815448429,Cooperativo,Godofredo Gimeno Estévez,8882
ES5214556059389374035203,Cooperativo,Micaela de Sabater,3379
ES4789440107573873025192,Kutxa,Rolando Coca Girona,1958
ES5157512091227056519810,ING,Gracia Peñas,3451
ES0289573087367171117009,Deutsche Bank,Pancho Cuenca-Campoy,2975
ES1250782295672541671253,ING,Febe Soriano Luque,5972
ES4918124463927247406599,Santander,Catalina Irene Vilalta Valera,995
ES6033113339198178918269,Cajamar,Dafne Raquel Noriega Ferrero,6190
ES4512854854301616407060,Sabadell,Rosenda del Sebastián,2868
ES9725749886059998820002,BBVA,Hernando Amores-Gallart,9761
ES3170781261392619139552,Cajamar,Simón Catalán Peñalver,4959
ES9403301357069552828140,Bankinter,Begoña Sánchez-Torrecilla,1589
ES8252866397111241204176,Deutsche Bank,Alicia Uriarte Contreras,4464
ES4260686917336524524752,BBVA,Loida Chaparro Sanjuan,8388
ES8888809886839895000478,CecaBank,Rodolfo Pont Codina,2319
ES3685852368964334454516,Deutsche Bank,Ramiro Verdugo Palomo,1071
ES4514622632849094239778,Bankinter,Eligio Angulo-Moliner,3889
ES6616391518046766662951,BBVA,Manu Bosch Bayona,5032
ES2907450600894155486830,Sabadell,Rosenda Blanch Saez,1679
ES8655929471604744982729,Santander,Nerea Morán-Herrera,6303
ES3039692772280309490892,CaixaBank,Joaquina León Cuervo,5077
ES6143444482313220966708,CecaBank,Álvaro Guadalupe Daza Cisneros,2625
ES6543571664729613916978,CaixaBank,Graciela Leonor Núñez Aguilar,1552
ES5195373830566638680526,ING,Leandro del González,9306
ES8351872759408842383913,IberCaja,Martín Delgado Briones,4500
ES3266518495153751612709,Sabadell,Flor Valentín,4086
ES4007701996414815439293,Cajamar,Chuy Quirino Río Alfaro,213
ES0799563692871447659840,Cajamar,Ruben Alarcón-Lasa,3325
ES7732986091985450611655,CecaBank,Coral Puig Gordillo,4858
ES5263607332481421932970,BancaMarch,Jeremías Armengol Miralles,1188
ES6275969553768298660198,Deutsche Bank,Jose Ignacio Recio Duarte,8594
ES9422114581702002606405,Cooperativo,Yésica Obdulia Alfonso Roldan,4554
ES6410124583556972898092,ING,Concepción Zabala Bautista,5267
ES1759388093304716910940,IberCaja,Liliana Rivero Palacio,4549
ES5030224820595454939046,Deutsche Bank,Aurelio Otero Valero,8040
ES6807300065489425019283,IberCaja,Tamara Bueno Almagro,5468
ES1781170897614377829772,ING,Dafne Gracia Moles,1684
ES8001925922723950920066,BBVA,Lalo Rey Puig,388
ES4577116925997242205133,ING,Jacinto Aragonés,7967
ES0679323474194067659677,IberCaja,Antonio Gallo,2008
ES9640616281437526955983,Kutxa,Perlita Alvarez,1344
ES8887534844077342841484,Kutxa,Sandalio Mesa Otero,147
ES5668578440641793135613,Cooperativo,Manuelita Solana Gracia,3892
ES5459641522682522293451,Santander,Octavia Santamaría Exposito,7625
ES6589865740172866036319,Sabadell,Vicenta Carlota Farré Morán,6639
ES6159279833482823108050,CaixaBank,Crescencia Pino Ramón,6461
ES0982804577862310059894,IberCaja,Enrique Herrero Reguera,4440
ES4942473647938258967289,Santander,Carlito Barón Patiño,8821
ES5374161208748401846012,Deutsche Bank,Nilda Puig Baró,2045
ES3410867718231005324276,Santander,Lorenza Peiró,6922
ES9820012329804782980383,Bankinter,Andrés Felipe Pascual Heredia,8707
ES7844015160168833909393,Kutxa,Santos Eleuterio Parra Alegria,2037
ES5614390264517276222802,CaixaBank,Blas Sola Ricart,5962
ES6119644542924259875750,IberCaja,Sosimo Bayona-Suarez,9443
ES4342196969918154417551,Sabadell,Dulce Campoy,310
ES5657348578721346673482,Kutxa,Gertrudis Herranz Rueda,2026
ES1393228843160033422231,Bankinter,Ramón Adán Trillo,7994
ES9318106285385109590349,Cajamar,Wálter Teo Valero Llamas,2015
ES5019644892055225782503,Cooperativo,Herberto Iglesias-Blanes,3958
ES8793659085495957524704,Deutsche Bank,Luis Miguel Canet Jiménez,548
ES2979551035619708142556,CecaBank,Sebastian Murcia Menéndez,4460
ES7077531149303546248829,Kutxa,Donato Cid Real,2567
ES3786643583345590138368,Cooperativo,Gerónimo Escolano Suárez,6392
ES6481385259059419281649,Kutxa,Aroa Lloret Almazán,7730
ES6475279252361098835401,Cajamar,Ismael Zamora,6361
ES5603570594801119999640,Sabadell,Jennifer Ramos Cueto,4890
ES5655000525113222635092,Cajamar,Luis Ángel Bosch Tello,3254
ES5732948600806267000424,ING,Antonia de Seguí,9967
ES4137965963902688584708,Deutsche Bank,Domitila Luís Salvà,5763
ES9755129114534872834418,Sabadell,Gema Azahara Jáuregui Iñiguez,8761
ES4940369380087048456531,IberCaja,Cleto Villegas Salgado,2390
ES9187578814568744700494,Deutsche Bank,Marisela Maestre,3592
ES8729686848322895541368,CaixaBank,Guiomar del Fuster,2765
ES6954062208931840047311,Cajamar,Tamara Gras Martin,2907
ES4701388493669997747913,CaixaBank,Florinda Viña Ramis,2601
ES6079833798533781541221,Sabadell,Amarilis Sevilla Quiroga,5578
ES2801116980808325629865,Cooperativo,Josefa de Valls,8286
ES6838539564910520738291,Sabadell,Olivia de Bosch,3331
ES6654875204084144080589,BancaMarch,Dionisia Calderon Canales,990
ES8610428176307587899947,Bankinter,Isidora Nogueira Heredia,6501
ES3321972893841471713115,CecaBank,Agustina Lloret Fuertes,8547
ES7400537731558683354618,Kutxa,Glauco Comas Bas,2074
ES7941174596938353277707,BBVA,Ruperto Joaquín Baena Clemente,6061
ES1712216350872412051711,CaixaBank,Alejo Silvio Santana Bernal,2947
ES4313936956684186628635,Deutsche Bank,Esteban Roma Escobar,3224
ES0205764522605513203593,CaixaBank,Nicolasa Amo Puente,3547
ES6407143986101007980377,Cajamar,Julián Cepeda-Castells,5926
ES8137416524902117889627,Sabadell,Otilia Aurelia Garcés Arcos,8813
ES2091655507281237107024,IberCaja,Telmo Pablo Mercader,764
ES6846378203178251722857,BancaMarch,Carmina del Bernal,698
ES1805720675743680250223,Cajamar,Che del Bonet,2969
ES0849538393596423779100,Kutxa,Joan Conde Jódar,7944
ES6684476284165113462340,CecaBank,Feliciana Salazar,3342
ES9315427630810582599988,IberCaja,Darío Gil-Huerta,2116
ES8514637786995003528973,Deutsche Bank,Débora Campoy Zapata,4108
ES2530335232167339403147,Cajamar,Bautista del Pino,1689
ES7280077518898255379656,ING,Corona Montaña Gallo,2017
ES5745791343683680346184,BBVA,Fausto Campo Pastor,9646
ES6870749599247261362771,IberCaja,Isidora Canet Mas,6060
ES0897081557092282015549,BancaMarch,Florina Jáuregui-Roura,1298
ES3866670726539726281547,Santander,Odalys Juan,4384
ES4186934870422433784876,BBVA,Juan Manuel Llorente Sosa,4230
ES4149050700246663590037,Santander,Custodia Catalán Sáez,3729
ES5050456997473709841325,IberCaja,Caridad del Valcárcel,7062
ES7051087009400806371401,Cajamar,Isidoro Boix,1014
ES8671420855252225299011,Bankinter,Elisa Quintero Galvez,5898
ES4385767773487873625482,Kutxa,Natalia Quevedo Vara,2704
ES9405665083181503547414,CecaBank,Emigdio Tapia Ferrera,3513
ES7593241821032419741189,ING,Raúl Villalobos Ramirez,7779
ES2394504183595101716237,Santander,Anselma Lasa,1686
ES7804064244928993224645,BancaMarch,Martin Blázquez,6701
ES1513269868333633950151,Cooperativo,Ulises Becerra,2518
ES6144370227835094324855,IberCaja,Rufina Valbuena Porta,8000
ES3662594595532568821086,ING,Albano Ariza Pujadas,2129
ES8975835312953331623275,Sabadell,Amada Roman Román,7964
ES7187689331530444924080,Cajamar,Fátima Llorens,9847
ES1271690444330946846993,Cooperativo,Adriana Pizarro Fuentes,2431
ES9250494668601344511418,CaixaBank,Noa Estevez,9092
ES5643038619719780839296,Kutxa,Andrea Durán Cañizares,7685
ES1949949083480423216960,CaixaBank,Trinidad Victoria Sala Pino,2221
ES7354924944906511086045,BancaMarch,Fabián Paredes Gutiérrez,3974
ES6524491158171919170348,Sabadell,Ágata Mir Camps,9784
ES4485933801399698820057,CaixaBank,Luisa del Agustín,927
ES1638223054605576125877,CaixaBank,Martín Sales Cantón,5054
ES5896153869212204436341,Santander,Encarna Tena Quintanilla,1938
ES2189538688843958464755,Cooperativo,Gabriel Chucho Izquierdo Vera,6693
ES1352198785459921291034,CaixaBank,Juan Francisco Ribas Cañas,9645
ES7208023804350789513917,CecaBank,Candelario Páez Riquelme,9430
ES0900853083226479008196,CecaBank,Modesto Olivera,440
ES3218616777967801998961,Bankinter,Martin Casemiro Maldonado Mendoza,2486
ES5439813942260682809922,Bankinter,Noé Lastra Vall,4128
ES9475977181862722659047,BancaMarch,Gregorio del Ripoll,9148
ES0614817072300063422671,BBVA,Graciana Arteaga Nogués,4488
ES3866847940388498555181,Santander,Álvaro del Cueto,889
ES6829807567868135891286,CecaBank,Verónica Correa Cobo,6603
ES4720055963172354031371,CaixaBank,María Ángeles Díez Gimeno,4403
ES3556709850936306258313,Santander,Fabián Miró Cerdán,4380
ES7458404464817127226587,CaixaBank,Gonzalo Madrigal Cabeza,9174
ES1485245858656096356188,IberCaja,Ángel Quintanilla Malo,1182
ES2585350373851814946340,CaixaBank,Chita Soler,8087
ES0634940845466631347093,BBVA,Amor Vicente Dominguez,8492
ES9364435163230079365089,BancaMarch,Manuel Raúl Romeu Puig,3592
ES6866546310233547139876,IberCaja,Mirta Perez-Rocha,8218
ES6706625028219184648146,BancaMarch,Maribel Elías,3764
ES2638901409767766937859,Deutsche Bank,Lucas de Vázquez,2357
ES4434563538400610116046,Santander,Luis Ángel Bertrán Yáñez,7423
ES5687997117823367986154,IberCaja,Pacífica del Durán,9419
ES3899973542014575962298,BBVA,Che Beltrán Anguita,4672
ES3897319637540722303666,Cajamar,Héctor Cirino Mate Medina,1148
